Arduino: Pronto para conectar. Aguardando 'START' do PC...
Arduino: Timeout! Nao recebeu 'START'. Reiniciando...
---------- INICIANDO SENSOR ALCOHOL 3 ---------
ValorADC, TensÃ£o V, ResistÃªncia Sentida, ppm Etanol, TÂºC, Humidade %
13, 0.02, 1475.80, 0.29, 32.52, 83.24
13, 0.02, 1475.80, 0.29, 32.52, 83.27
13, 0.02, 1475.80, 0.29, 32.52, 83.26
13, 0.02, 1475.80, 0.29, 32.51, 83.18
12, 0.01, 1599.17, 0.26, 32.51, 83.26
12, 0.01, 1599.17, 0.26, 32.50, 83.22
13, 0.02, 1475.80, 0.29, 32.50, 83.22
12, 0.01, 1599.17, 0.26, 32.50, 83.25
12, 0.01, 1599.17, 0.26, 32.51, 83.28
12, 0.01, 1599.17, 0.26, 32.50, 83.27
12, 0.01, 1599.17, 0.26, 32.49, 83.24
12, 0.01, 1599.17, 0.26, 32.49, 83.21
12, 0.01, 1599.17, 0.26, 32.49, 83.29
12, 0.01, 1599.17, 0.26, 32.47, 83.26
12, 0.01, 1599.17, 0.26, 32.48, 83.21
12, 0.01, 1599.17, 0.26, 32.48, 83.21
12, 0.01, 1599.17, 0.26, 32.48, 83.25
12, 0.01, 1599.17, 0.26, 32.47, 83.25
12, 0.01, 1599.17, 0.26, 32.46, 83.23
12, 0.01, 1599.17, 0.26, 32.46, 83.27
12, 0.01, 1599.17, 0.26, 32.46, 83.21
12, 0.01, 1599.17, 0.26, 32.45, 83.23
12, 0.01, 1599.17, 0.26, 32.45, 83.27
13, 0.02, 1475.80, 0.29, 32.44, 83.25
13, 0.02, 1475.80, 0.29, 32.46, 83.24
13, 0.02, 1475.80, 0.29, 32.45, 83.27
13, 0.02, 1475.80, 0.29, 32.44, 83.28
13, 0.02, 1475.80, 0.29, 32.44, 83.26
13, 0.02, 1475.80, 0.29, 32.44, 83.23
13, 0.02, 1475.80, 0.29, 32.44, 83.24
13, 0.02, 1475.80, 0.29, 32.44, 83.26
13, 0.02, 1475.80, 0.29, 32.43, 83.26
13, 0.02, 1475.80, 0.29, 32.43, 83.27
13, 0.02, 1475.80, 0.29, 32.42, 83.30
13, 0.02, 1475.80, 0.29, 32.43, 83.28
13, 0.02, 1475.80, 0.29, 32.43, 83.28
13, 0.02, 1475.80, 0.29, 32.43, 83.26
13, 0.02, 1475.80, 0.29, 32.42, 83.28
13, 0.02, 1475.80, 0.29, 32.42, 83.30
13, 0.02, 1475.80, 0.29, 32.43, 83.29
13, 0.02, 1475.80, 0.29, 32.42, 83.28
13, 0.02, 1475.80, 0.29, 32.41, 83.28
13, 0.02, 1475.80, 0.29, 32.41, 83.26
13, 0.02, 1475.80, 0.29, 32.40, 83.27
13, 0.02, 1475.80, 0.29, 32.41, 83.32
13, 0.02, 1475.80, 0.29, 32.41, 83.26
13, 0.02, 1475.80, 0.29, 32.41, 83.27
13, 0.02, 1475.80, 0.29, 32.40, 83.23
12, 0.01, 1599.17, 0.26, 32.39, 83.27
12, 0.01, 1599.17, 0.26, 32.40, 83.22
12, 0.01, 1599.17, 0.26, 32.40, 83.21
12, 0.01, 1599.17, 0.26, 32.40, 83.24
12, 0.01, 1599.17, 0.26, 32.39, 83.22
12, 0.01, 1599.17, 0.26, 32.38, 83.16
12, 0.01, 1599.17, 0.26, 32.38, 83.19
12, 0.01, 1599.17, 0.26, 32.38, 83.18
12, 0.01, 1599.17, 0.26, 32.39, 83.23
12, 0.01, 1599.17, 0.26, 32.37, 83.22
12, 0.01, 1599.17, 0.26, 32.38, 83.19
13, 0.02, 1475.80, 0.29, 32.38, 83.16
12, 0.01, 1599.17, 0.26, 32.37, 83.13
12, 0.01, 1599.17, 0.26, 32.37, 83.12
12, 0.01, 1599.17, 0.26, 32.38, 83.12
12, 0.01, 1599.17, 0.26, 32.37, 83.11
12, 0.01, 1599.17, 0.26, 32.37, 83.17
12, 0.01, 1599.17, 0.26, 32.36, 83.19
12, 0.01, 1599.17, 0.26, 32.36, 83.16
12, 0.01, 1599.17, 0.26, 32.35, 83.14
12, 0.01, 1599.17, 0.26, 32.37, 83.12
12, 0.01, 1599.17, 0.26, 32.36, 83.12
12, 0.01, 1599.17, 0.26, 32.35, 83.15
12, 0.01, 1599.17, 0.26, 32.35, 83.07
12, 0.01, 1599.17, 0.26, 32.35, 83.06
12, 0.01, 1599.17, 0.26, 32.35, 83.11
12, 0.01, 1599.17, 0.26, 32.34, 83.11
12, 0.01, 1599.17, 0.26, 32.33, 83.06
12, 0.01, 1599.17, 0.26, 32.35, 83.09
12, 0.01, 1599.17, 0.26, 32.33, 83.13
12, 0.01, 1599.17, 0.26, 32.35, 83.14
12, 0.01, 1599.17, 0.26, 32.33, 83.11
12, 0.01, 1599.17, 0.26, 32.33, 83.10
12, 0.01, 1599.17, 0.26, 32.32, 83.04
13, 0.02, 1475.80, 0.29, 32.33, 83.04
13, 0.02, 1475.80, 0.29, 32.32, 83.04
13, 0.02, 1475.80, 0.29, 32.33, 82.99
13, 0.02, 1475.80, 0.29, 32.31, 83.02
12, 0.01, 1599.17, 0.26, 32.32, 83.02
13, 0.02, 1475.80, 0.29, 32.31, 83.02
13, 0.02, 1475.80, 0.29, 32.32, 82.95
13, 0.02, 1475.80, 0.29, 32.30, 82.98
13, 0.02, 1475.80, 0.29, 32.31, 82.95
12, 0.01, 1599.17, 0.26, 32.29, 82.96
13, 0.02, 1475.80, 0.29, 32.30, 82.99
12, 0.01, 1599.17, 0.26, 32.29, 82.96
12, 0.01, 1599.17, 0.26, 32.29, 82.94
13, 0.02, 1475.80, 0.29, 32.28, 82.95
13, 0.02, 1475.80, 0.29, 32.29, 82.92
13, 0.02, 1475.80, 0.29, 32.28, 82.94
13, 0.02, 1475.80, 0.29, 32.28, 82.97
13, 0.02, 1475.80, 0.29, 32.27, 82.96
13, 0.02, 1475.80, 0.29, 32.27, 82.98
13, 0.02, 1475.80, 0.29, 32.27, 82.99
13, 0.02, 1475.80, 0.29, 32.26, 82.97
13, 0.02, 1475.80, 0.29, 32.25, 82.98
13, 0.02, 1475.80, 0.29, 32.27, 82.95
13, 0.02, 1475.80, 0.29, 32.26, 82.94
13, 0.02, 1475.80, 0.29, 32.27, 82.95
13, 0.02, 1475.80, 0.29, 32.27, 82.94
13, 0.02, 1475.80, 0.29, 32.26, 82.94
13, 0.02, 1475.80, 0.29, 32.26, 82.96
13, 0.02, 1475.80, 0.29, 32.25, 82.98
13, 0.02, 1475.80, 0.29, 32.25, 82.93
13, 0.02, 1475.80, 0.29, 32.25, 82.96
13, 0.02, 1475.80, 0.29, 32.24, 82.98
13, 0.02, 1475.80, 0.29, 32.24, 82.95
13, 0.02, 1475.80, 0.29, 32.23, 82.94
13, 0.02, 1475.80, 0.29, 32.23, 82.98
13, 0.02, 1475.80, 0.29, 32.23, 82.95
13, 0.02, 1475.80, 0.29, 32.24, 82.96
12, 0.01, 1599.17, 0.26, 32.24, 82.95
12, 0.01, 1599.17, 0.26, 32.23, 82.95
12, 0.01, 1599.17, 0.26, 32.22, 82.93
12, 0.01, 1599.17, 0.26, 32.23, 82.96
12, 0.01, 1599.17, 0.26, 32.23, 82.94
12, 0.01, 1599.17, 0.26, 32.24, 82.94
12, 0.01, 1599.17, 0.26, 32.23, 82.94
12, 0.01, 1599.17, 0.26, 32.24, 82.92
12, 0.01, 1599.17, 0.26, 32.22, 82.90
12, 0.01, 1599.17, 0.26, 32.22, 82.92
12, 0.01, 1599.17, 0.26, 32.22, 82.91
12, 0.01, 1599.17, 0.26, 32.21, 82.93
12, 0.01, 1599.17, 0.26, 32.21, 82.92
12, 0.01, 1599.17, 0.26, 32.22, 82.88
12, 0.01, 1599.17, 0.26, 32.21, 82.89
12, 0.01, 1599.17, 0.26, 32.21, 82.86
12, 0.01, 1599.17, 0.26, 32.20, 82.89
12, 0.01, 1599.17, 0.26, 32.18, 82.92
12, 0.01, 1599.17, 0.26, 32.18, 82.92
12, 0.01, 1599.17, 0.26, 32.20, 82.94
12, 0.01, 1599.17, 0.26, 32.19, 82.92
12, 0.01, 1599.17, 0.26, 32.17, 82.93
12, 0.01, 1599.17, 0.26, 32.17, 82.93
12, 0.01, 1599.17, 0.26, 32.17, 82.96
12, 0.01, 1599.17, 0.26, 32.15, 82.97
12, 0.01, 1599.17, 0.26, 32.15, 83.01
12, 0.01, 1599.17, 0.26, 32.14, 82.98
12, 0.01, 1599.17, 0.26, 32.14, 83.00
12, 0.01, 1599.17, 0.26, 32.14, 82.97
12, 0.01, 1599.17, 0.26, 32.13, 82.98
12, 0.01, 1599.17, 0.26, 32.11, 82.96
12, 0.01, 1599.17, 0.26, 32.12, 83.01
12, 0.01, 1599.17, 0.26, 32.12, 83.00
12, 0.01, 1599.17, 0.26, 32.11, 83.01
12, 0.01, 1599.17, 0.26, 32.11, 83.01
12, 0.01, 1599.17, 0.26, 32.10, 83.03
12, 0.01, 1599.17, 0.26, 32.09, 83.05
12, 0.01, 1599.17, 0.26, 32.10, 83.04
12, 0.01, 1599.17, 0.26, 32.09, 83.07
12, 0.01, 1599.17, 0.26, 32.09, 83.03
12, 0.01, 1599.17, 0.26, 32.10, 83.01
12, 0.01, 1599.17, 0.26, 32.10, 83.02
12, 0.01, 1599.17, 0.26, 32.10, 83.02
12, 0.01, 1599.17, 0.26, 32.10, 83.00
12, 0.01, 1599.17, 0.26, 32.08, 83.02
12, 0.01, 1599.17, 0.26, 32.07, 83.07
12, 0.01, 1599.17, 0.26, 32.07, 83.04
12, 0.01, 1599.17, 0.26, 32.06, 83.07
12, 0.01, 1599.17, 0.26, 32.06, 83.07
12, 0.01, 1599.17, 0.26, 32.05, 83.05
12, 0.01, 1599.17, 0.26, 32.06, 83.10
12, 0.01, 1599.17, 0.26, 32.05, 83.10
12, 0.01, 1599.17, 0.26, 32.05, 83.09
12, 0.01, 1599.17, 0.26, 32.04, 83.10
12, 0.01, 1599.17, 0.26, 32.03, 83.09
12, 0.01, 1599.17, 0.26, 32.05, 83.10
12, 0.01, 1599.17, 0.26, 32.07, 83.06
12, 0.01, 1599.17, 0.26, 32.06, 83.04
12, 0.01, 1599.17, 0.26, 32.06, 83.05
12, 0.01, 1599.17, 0.26, 32.05, 83.06
12, 0.01, 1599.17, 0.26, 32.05, 83.08
12, 0.01, 1599.17, 0.26, 32.04, 83.08
12, 0.01, 1599.17, 0.26, 32.04, 83.07
12, 0.01, 1599.17, 0.26, 32.01, 83.09
12, 0.01, 1599.17, 0.26, 32.01, 83.14
12, 0.01, 1599.17, 0.26, 32.02, 83.12
12, 0.01, 1599.17, 0.26, 32.02, 83.12
12, 0.01, 1599.17, 0.26, 32.01, 83.12
12, 0.01, 1599.17, 0.26, 32.01, 83.10
12, 0.01, 1599.17, 0.26, 32.01, 83.10
12, 0.01, 1599.17, 0.26, 31.99, 83.14
12, 0.01, 1599.17, 0.26, 31.99, 83.12
12, 0.01, 1599.17, 0.26, 31.99, 83.13
12, 0.01, 1599.17, 0.26, 31.98, 83.14
12, 0.01, 1599.17, 0.26, 31.99, 83.12
12, 0.01, 1599.17, 0.26, 31.98, 83.12
12, 0.01, 1599.17, 0.26, 31.99, 83.13
12, 0.01, 1599.17, 0.26, 31.97, 83.11
12, 0.01, 1599.17, 0.26, 31.97, 83.14
12, 0.01, 1599.17, 0.26, 31.97, 83.12
12, 0.01, 1599.17, 0.26, 31.96, 83.13
12, 0.01, 1599.17, 0.26, 31.95, 83.16
12, 0.01, 1599.17, 0.26, 31.93, 83.14
12, 0.01, 1599.17, 0.26, 31.93, 83.19
12, 0.01, 1599.17, 0.26, 31.93, 83.19
12, 0.01, 1599.17, 0.26, 31.94, 83.19
12, 0.01, 1599.17, 0.26, 31.94, 83.17
12, 0.01, 1599.17, 0.26, 31.94, 83.18
12, 0.01, 1599.17, 0.26, 31.93, 83.19
12, 0.01, 1599.17, 0.26, 31.91, 83.18
12, 0.01, 1599.17, 0.26, 31.92, 83.17
12, 0.01, 1599.17, 0.26, 31.92, 83.16
12, 0.01, 1599.17, 0.26, 31.91, 83.20
12, 0.01, 1599.17, 0.26, 31.89, 83.21
12, 0.01, 1599.17, 0.26, 31.90, 83.19
12, 0.01, 1599.17, 0.26, 31.89, 83.20
12, 0.01, 1599.17, 0.26, 31.88, 83.22
12, 0.01, 1599.17, 0.26, 31.87, 83.20
12, 0.01, 1599.17, 0.26, 31.87, 83.23
12, 0.01, 1599.17, 0.26, 31.88, 83.23
12, 0.01, 1599.17, 0.26, 31.87, 83.22
12, 0.01, 1599.17, 0.26, 31.86, 83.21
12, 0.01, 1599.17, 0.26, 31.86, 83.26
12, 0.01, 1599.17, 0.26, 31.86, 83.21
12, 0.01, 1599.17, 0.26, 31.87, 83.23
12, 0.01, 1599.17, 0.26, 31.85, 83.23
12, 0.01, 1599.17, 0.26, 31.86, 83.26
12, 0.01, 1599.17, 0.26, 31.84, 83.23
12, 0.01, 1599.17, 0.26, 31.85, 83.22
12, 0.01, 1599.17, 0.26, 31.85, 83.20
12, 0.01, 1599.17, 0.26, 31.82, 83.25
12, 0.01, 1599.17, 0.26, 31.84, 83.26
12, 0.01, 1599.17, 0.26, 31.83, 83.21
12, 0.01, 1599.17, 0.26, 31.81, 83.30
12, 0.01, 1599.17, 0.26, 31.80, 83.30
12, 0.01, 1599.17, 0.26, 31.81, 83.31
12, 0.01, 1599.17, 0.26, 31.80, 83.26
12, 0.01, 1599.17, 0.26, 31.81, 83.33
12, 0.01, 1599.17, 0.26, 31.80, 83.32
12, 0.01, 1599.17, 0.26, 31.79, 83.32
12, 0.01, 1599.17, 0.26, 31.79, 83.33
12, 0.01, 1599.17, 0.26, 31.78, 83.31
12, 0.01, 1599.17, 0.26, 31.79, 83.34
12, 0.01, 1599.17, 0.26, 31.78, 83.31
12, 0.01, 1599.17, 0.26, 31.77, 83.34
12, 0.01, 1599.17, 0.26, 31.76, 83.34
12, 0.01, 1599.17, 0.26, 31.74, 83.35
12, 0.01, 1599.17, 0.26, 31.76, 83.35
12, 0.01, 1599.17, 0.26, 31.74, 83.37
12, 0.01, 1599.17, 0.26, 31.75, 83.39
12, 0.01, 1599.17, 0.26, 31.75, 83.36
12, 0.01, 1599.17, 0.26, 31.74, 83.39
12, 0.01, 1599.17, 0.26, 31.74, 83.40
12, 0.01, 1599.17, 0.26, 31.75, 83.35
12, 0.01, 1599.17, 0.26, 31.74, 83.36
12, 0.01, 1599.17, 0.26, 31.74, 83.37
12, 0.01, 1599.17, 0.26, 31.74, 83.39
12, 0.01, 1599.17, 0.26, 31.72, 83.40
12, 0.01, 1599.17, 0.26, 31.73, 83.41
12, 0.01, 1599.17, 0.26, 31.72, 83.38
12, 0.01, 1599.17, 0.26, 31.69, 83.43
12, 0.01, 1599.17, 0.26, 31.73, 83.42
12, 0.01, 1599.17, 0.26, 31.72, 83.43
12, 0.01, 1599.17, 0.26, 31.72, 83.39
12, 0.01, 1599.17, 0.26, 31.73, 83.36
12, 0.01, 1599.17, 0.26, 31.71, 83.38
12, 0.01, 1599.17, 0.26, 31.70, 83.43
12, 0.01, 1599.17, 0.26, 31.69, 83.43
12, 0.01, 1599.17, 0.26, 31.72, 83.40
12, 0.01, 1599.17, 0.26, 31.70, 83.41
12, 0.01, 1599.17, 0.26, 31.69, 83.40
12, 0.01, 1599.17, 0.26, 31.69, 83.41
12, 0.01, 1599.17, 0.26, 31.67, 83.43
12, 0.01, 1599.17, 0.26, 31.69, 83.46
12, 0.01, 1599.17, 0.26, 31.68, 83.43
12, 0.01, 1599.17, 0.26, 31.68, 83.42
12, 0.01, 1599.17, 0.26, 31.66, 83.44
12, 0.01, 1599.17, 0.26, 31.68, 83.46
12, 0.01, 1599.17, 0.26, 31.65, 83.46
12, 0.01, 1599.17, 0.26, 31.68, 83.48
12, 0.01, 1599.17, 0.26, 31.68, 83.41
12, 0.01, 1599.17, 0.26, 31.68, 83.40
12, 0.01, 1599.17, 0.26, 31.66, 83.43
12, 0.01, 1599.17, 0.26, 31.64, 83.45
12, 0.01, 1599.17, 0.26, 31.63, 83.46
11, 0.01, 1744.98, 0.23, 31.64, 83.47
12, 0.01, 1599.17, 0.26, 31.64, 83.44
12, 0.01, 1599.17, 0.26, 31.66, 83.44
12, 0.01, 1599.17, 0.26, 31.63, 83.44
12, 0.01, 1599.17, 0.26, 31.64, 83.47
12, 0.01, 1599.17, 0.26, 31.63, 83.44
12, 0.01, 1599.17, 0.26, 31.62, 83.53
12, 0.01, 1599.17, 0.26, 31.62, 83.49
12, 0.01, 1599.17, 0.26, 31.59, 83.52
12, 0.01, 1599.17, 0.26, 31.59, 83.49
12, 0.01, 1599.17, 0.26, 31.59, 83.54
11, 0.01, 1744.98, 0.23, 31.58, 83.56
12, 0.01, 1599.17, 0.26, 31.58, 83.57
12, 0.01, 1599.17, 0.26, 31.60, 83.53
12, 0.01, 1599.17, 0.26, 31.59, 83.53
12, 0.01, 1599.17, 0.26, 31.56, 83.57
12, 0.01, 1599.17, 0.26, 31.57, 83.58
12, 0.01, 1599.17, 0.26, 31.57, 83.55
12, 0.01, 1599.17, 0.26, 31.57, 83.56
12, 0.01, 1599.17, 0.26, 31.56, 83.59
11, 0.01, 1744.98, 0.23, 31.56, 83.61
12, 0.01, 1599.17, 0.26, 31.56, 83.57
11, 0.01, 1744.98, 0.23, 31.55, 83.58
11, 0.01, 1744.98, 0.23, 31.53, 83.60
12, 0.01, 1599.17, 0.26, 31.52, 83.63
11, 0.01, 1744.98, 0.23, 31.54, 83.62
11, 0.01, 1744.98, 0.23, 31.53, 83.60
11, 0.01, 1744.98, 0.23, 31.51, 83.66
11, 0.01, 1744.98, 0.23, 31.52, 83.65
11, 0.01, 1744.98, 0.23, 31.51, 83.66
11, 0.01, 1744.98, 0.23, 31.52, 83.67
11, 0.01, 1744.98, 0.23, 31.50, 83.66
11, 0.01, 1744.98, 0.23, 31.51, 83.67
11, 0.01, 1744.98, 0.23, 31.48, 83.67
11, 0.01, 1744.98, 0.23, 31.51, 83.65
11, 0.01, 1744.98, 0.23, 31.49, 83.66
11, 0.01, 1744.98, 0.23, 31.49, 83.66
11, 0.01, 1744.98, 0.23, 31.47, 83.69
11, 0.01, 1744.98, 0.23, 31.47, 83.70
11, 0.01, 1744.98, 0.23, 31.46, 83.73
11, 0.01, 1744.98, 0.23, 31.46, 83.74
11, 0.01, 1744.98, 0.23, 31.46, 83.71
11, 0.01, 1744.98, 0.23, 31.44, 83.74
11, 0.01, 1744.98, 0.23, 31.43, 83.78
11, 0.01, 1744.98, 0.23, 31.43, 83.79
11, 0.01, 1744.98, 0.23, 31.42, 83.77
11, 0.01, 1744.98, 0.23, 31.42, 83.80
11, 0.01, 1744.98, 0.23, 31.44, 83.78
11, 0.01, 1744.98, 0.23, 31.45, 83.75
11, 0.01, 1744.98, 0.23, 31.42, 83.75
11, 0.01, 1744.98, 0.23, 31.43, 83.78
11, 0.01, 1744.98, 0.23, 31.42, 83.75
11, 0.01, 1744.98, 0.23, 31.40, 83.78
11, 0.01, 1744.98, 0.23, 31.42, 83.77
11, 0.01, 1744.98, 0.23, 31.41, 83.78
11, 0.01, 1744.98, 0.23, 31.40, 83.81
11, 0.01, 1744.98, 0.23, 31.40, 83.82
11, 0.01, 1744.98, 0.23, 31.41, 83.78
11, 0.01, 1744.98, 0.23, 31.41, 83.77
11, 0.01, 1744.98, 0.23, 31.40, 83.77
11, 0.01, 1744.98, 0.23, 31.38, 83.81
11, 0.01, 1744.98, 0.23, 31.38, 83.82
11, 0.01, 1744.98, 0.23, 31.39, 83.81
11, 0.01, 1744.98, 0.23, 31.36, 83.85
11, 0.01, 1744.98, 0.23, 31.35, 83.89
11, 0.01, 1744.98, 0.23, 31.36, 83.87
11, 0.01, 1744.98, 0.23, 31.37, 83.85
11, 0.01, 1744.98, 0.23, 31.34, 83.87
11, 0.01, 1744.98, 0.23, 31.34, 83.91
11, 0.01, 1744.98, 0.23, 31.35, 83.87
11, 0.01, 1744.98, 0.23, 31.33, 83.93
11, 0.01, 1744.98, 0.23, 31.33, 83.91
11, 0.01, 1744.98, 0.23, 31.33, 83.91
11, 0.01, 1744.98, 0.23, 31.34, 83.91
11, 0.01, 1744.98, 0.23, 31.34, 83.89
11, 0.01, 1744.98, 0.23, 31.35, 83.86
11, 0.01, 1744.98, 0.23, 31.33, 83.85
11, 0.01, 1744.98, 0.23, 31.34, 83.90
11, 0.01, 1744.98, 0.23, 31.34, 83.89
11, 0.01, 1744.98, 0.23, 31.33, 83.87
11, 0.01, 1744.98, 0.23, 31.33, 83.88
11, 0.01, 1744.98, 0.23, 31.31, 83.89
11, 0.01, 1744.98, 0.23, 31.32, 83.88
11, 0.01, 1744.98, 0.23, 31.31, 83.92
11, 0.01, 1744.98, 0.23, 31.31, 83.94
11, 0.01, 1744.98, 0.23, 31.29, 83.96
11, 0.01, 1744.98, 0.23, 31.28, 83.94
11, 0.01, 1744.98, 0.23, 31.27, 83.99
11, 0.01, 1744.98, 0.23, 31.28, 83.97
11, 0.01, 1744.98, 0.23, 31.27, 83.98
11, 0.01, 1744.98, 0.23, 31.27, 83.99
11, 0.01, 1744.98, 0.23, 31.26, 84.00
11, 0.01, 1744.98, 0.23, 31.26, 84.03
11, 0.01, 1744.98, 0.23, 31.26, 84.00
11, 0.01, 1744.98, 0.23, 31.27, 83.97
11, 0.01, 1744.98, 0.23, 31.27, 83.98
11, 0.01, 1744.98, 0.23, 31.27, 83.96
11, 0.01, 1744.98, 0.23, 31.28, 83.92
11, 0.01, 1744.98, 0.23, 31.27, 83.95
11, 0.01, 1744.98, 0.23, 31.27, 83.95
11, 0.01, 1744.98, 0.23, 31.26, 83.99
11, 0.01, 1744.98, 0.23, 31.25, 84.01
11, 0.01, 1744.98, 0.23, 31.24, 84.00
11, 0.01, 1744.98, 0.23, 31.24, 83.98
11, 0.01, 1744.98, 0.23, 31.23, 84.05
11, 0.01, 1744.98, 0.23, 31.24, 84.01
11, 0.01, 1744.98, 0.23, 31.24, 83.99
11, 0.01, 1744.98, 0.23, 31.23, 84.05
11, 0.01, 1744.98, 0.23, 31.24, 83.99
11, 0.01, 1744.98, 0.23, 31.23, 84.00
11, 0.01, 1744.98, 0.23, 31.25, 84.00
11, 0.01, 1744.98, 0.23, 31.23, 84.00
11, 0.01, 1744.98, 0.23, 31.21, 84.01
11, 0.01, 1744.98, 0.23, 31.19, 84.07
11, 0.01, 1744.98, 0.23, 31.22, 84.01
11, 0.01, 1744.98, 0.23, 31.21, 84.04
11, 0.01, 1744.98, 0.23, 31.19, 84.03
11, 0.01, 1744.98, 0.23, 31.20, 84.05
11, 0.01, 1744.98, 0.23, 31.19, 84.06
11, 0.01, 1744.98, 0.23, 31.17, 84.09
11, 0.01, 1744.98, 0.23, 31.20, 84.06
11, 0.01, 1744.98, 0.23, 31.20, 84.02
11, 0.01, 1744.98, 0.23, 31.18, 84.03
11, 0.01, 1744.98, 0.23, 31.17, 84.08
11, 0.01, 1744.98, 0.23, 31.15, 84.10
11, 0.01, 1744.98, 0.23, 31.15, 84.10
11, 0.01, 1744.98, 0.23, 31.15, 84.13
11, 0.01, 1744.98, 0.23, 31.15, 84.10
11, 0.01, 1744.98, 0.23, 31.15, 84.10
11, 0.01, 1744.98, 0.23, 31.15, 84.12
11, 0.01, 1744.98, 0.23, 31.14, 84.14
11, 0.01, 1744.98, 0.23, 31.13, 84.15
11, 0.01, 1744.98, 0.23, 31.12, 84.12
11, 0.01, 1744.98, 0.23, 31.13, 84.11
11, 0.01, 1744.98, 0.23, 31.12, 84.14
11, 0.01, 1744.98, 0.23, 31.10, 84.16
11, 0.01, 1744.98, 0.23, 31.10, 84.21
11, 0.01, 1744.98, 0.23, 31.09, 84.17
11, 0.01, 1744.98, 0.23, 31.12, 84.21
11, 0.01, 1744.98, 0.23, 31.09, 84.22
11, 0.01, 1744.98, 0.23, 31.08, 84.25
11, 0.01, 1744.98, 0.23, 31.08, 84.20
11, 0.01, 1744.98, 0.23, 31.11, 84.19
11, 0.01, 1744.98, 0.23, 31.09, 84.18
11, 0.01, 1744.98, 0.23, 31.10, 84.19
11, 0.01, 1744.98, 0.23, 31.10, 84.19
11, 0.01, 1744.98, 0.23, 31.09, 84.19
11, 0.01, 1744.98, 0.23, 31.07, 84.20
11, 0.01, 1744.98, 0.23, 31.10, 84.19
11, 0.01, 1744.98, 0.23, 31.08, 84.17
11, 0.01, 1744.98, 0.23, 31.07, 84.22
11, 0.01, 1744.98, 0.23, 31.04, 84.24
11, 0.01, 1744.98, 0.23, 31.04, 84.26
11, 0.01, 1744.98, 0.23, 31.03, 84.29
11, 0.01, 1744.98, 0.23, 31.02, 84.30
11, 0.01, 1744.98, 0.23, 31.03, 84.30
11, 0.01, 1744.98, 0.23, 31.03, 84.31
11, 0.01, 1744.98, 0.23, 31.03, 84.30
11, 0.01, 1744.98, 0.23, 31.04, 84.27
11, 0.01, 1744.98, 0.23, 31.02, 84.27
11, 0.01, 1744.98, 0.23, 31.02, 84.31
11, 0.01, 1744.98, 0.23, 31.03, 84.30
11, 0.01, 1744.98, 0.23, 31.04, 84.27
11, 0.01, 1744.98, 0.23, 31.04, 84.24
11, 0.01, 1744.98, 0.23, 31.01, 84.28
11, 0.01, 1744.98, 0.23, 31.01, 84.31
11, 0.01, 1744.98, 0.23, 31.03, 84.29
11, 0.01, 1744.98, 0.23, 31.02, 84.27
11, 0.01, 1744.98, 0.23, 31.02, 84.28
11, 0.01, 1744.98, 0.23, 30.99, 84.30
11, 0.01, 1744.98, 0.23, 31.00, 84.28
11, 0.01, 1744.98, 0.23, 30.99, 84.34
11, 0.01, 1744.98, 0.23, 30.98, 84.32
11, 0.01, 1744.98, 0.23, 30.97, 84.33
11, 0.01, 1744.98, 0.23, 30.98, 84.35
11, 0.01, 1744.98, 0.23, 30.98, 84.31
11, 0.01, 1744.98, 0.23, 30.98, 84.29
11, 0.01, 1744.98, 0.23, 30.96, 84.34
11, 0.01, 1744.98, 0.23, 30.95, 84.36
11, 0.01, 1744.98, 0.23, 30.94, 84.37
11, 0.01, 1744.98, 0.23, 30.96, 84.39
11, 0.01, 1744.98, 0.23, 30.96, 84.33
11, 0.01, 1744.98, 0.23, 30.97, 84.32
11, 0.01, 1744.98, 0.23, 30.97, 84.31
11, 0.01, 1744.98, 0.23, 30.96, 84.32
11, 0.01, 1744.98, 0.23, 30.96, 84.32
11, 0.01, 1744.98, 0.23, 30.96, 84.34
11, 0.01, 1744.98, 0.23, 30.96, 84.32
11, 0.01, 1744.98, 0.23, 30.94, 84.36
11, 0.01, 1744.98, 0.23, 30.95, 84.37
11, 0.01, 1744.98, 0.23, 30.92, 84.37
11, 0.01, 1744.98, 0.23, 30.91, 84.37
11, 0.01, 1744.98, 0.23, 30.91, 84.39
11, 0.01, 1744.98, 0.23, 30.91, 84.41
11, 0.01, 1744.98, 0.23, 30.96, 84.39
11, 0.01, 1744.98, 0.23, 30.93, 84.33
11, 0.01, 1744.98, 0.23, 30.91, 84.37
11, 0.01, 1744.98, 0.23, 30.91, 84.37
11, 0.01, 1744.98, 0.23, 30.92, 84.38
11, 0.01, 1744.98, 0.23, 30.92, 84.37
11, 0.01, 1744.98, 0.23, 30.89, 84.41
11, 0.01, 1744.98, 0.23, 30.89, 84.39
11, 0.01, 1744.98, 0.23, 30.91, 84.38
11, 0.01, 1744.98, 0.23, 30.88, 84.41
11, 0.01, 1744.98, 0.23, 30.87, 84.42
11, 0.01, 1744.98, 0.23, 30.87, 84.43
11, 0.01, 1744.98, 0.23, 30.86, 84.47
11, 0.01, 1744.98, 0.23, 30.85, 84.48
11, 0.01, 1744.98, 0.23, 30.86, 84.48
11, 0.01, 1744.98, 0.23, 30.84, 84.51
11, 0.01, 1744.98, 0.23, 30.83, 84.51
