Arduino: Pronto para conectar. Aguardando 'START' do PC...
Arduino: Timeout! Nao recebeu 'START'. Reiniciando...
---------- INICIANDO SENSOR ALCOHOL 3 ---------
ValorADC, Tensao [V], Resistencia [kOhm], Etanol [ppm], T [ºC], Humidade [%]
12, 0.01, 1599.17, 0.26, 28.25, 77.88
12, 0.01, 1599.17, 0.26, 28.26, 77.84
12, 0.01, 1599.17, 0.26, 28.25, 77.88
12, 0.01, 1599.17, 0.26, 28.24, 77.92
12, 0.01, 1599.17, 0.26, 28.23, 77.95
12, 0.01, 1599.17, 0.26, 28.22, 77.96
12, 0.01, 1599.17, 0.26, 28.25, 77.98
12, 0.01, 1599.17, 0.26, 28.24, 77.99
12, 0.01, 1599.17, 0.26, 28.26, 77.96
12, 0.01, 1599.17, 0.26, 28.25, 78.01
12, 0.01, 1599.17, 0.26, 28.25, 77.99
12, 0.01, 1599.17, 0.26, 28.23, 78.05
12, 0.01, 1599.17, 0.26, 28.25, 78.00
12, 0.01, 1599.17, 0.26, 28.22, 78.08
12, 0.01, 1599.17, 0.26, 28.21, 78.10
12, 0.01, 1599.17, 0.26, 28.23, 78.09
12, 0.01, 1599.17, 0.26, 28.21, 78.11
12, 0.01, 1599.17, 0.26, 28.21, 78.11
12, 0.01, 1599.17, 0.26, 28.20, 78.14
12, 0.01, 1599.17, 0.26, 28.20, 78.17
12, 0.01, 1599.17, 0.26, 28.21, 78.20
12, 0.01, 1599.17, 0.26, 28.20, 78.17
12, 0.01, 1599.17, 0.26, 28.20, 78.20
12, 0.01, 1599.17, 0.26, 28.20, 78.22
12, 0.01, 1599.17, 0.26, 28.19, 78.23
12, 0.01, 1599.17, 0.26, 28.19, 78.25
12, 0.01, 1599.17, 0.26, 28.17, 78.30
12, 0.01, 1599.17, 0.26, 28.18, 78.30
12, 0.01, 1599.17, 0.26, 28.18, 78.34
12, 0.01, 1599.17, 0.26, 28.18, 78.30
12, 0.01, 1599.17, 0.26, 28.20, 78.30
12, 0.01, 1599.17, 0.26, 28.21, 78.28
12, 0.01, 1599.17, 0.26, 28.23, 78.28
12, 0.01, 1599.17, 0.26, 28.20, 78.31
12, 0.01, 1599.17, 0.26, 28.19, 78.32
12, 0.01, 1599.17, 0.26, 28.20, 78.35
12, 0.01, 1599.17, 0.26, 28.20, 78.35
12, 0.01, 1599.17, 0.26, 28.19, 78.35
12, 0.01, 1599.17, 0.26, 28.20, 78.39
12, 0.01, 1599.17, 0.26, 28.21, 78.37
12, 0.01, 1599.17, 0.26, 28.21, 78.34
12, 0.01, 1599.17, 0.26, 28.21, 78.36
12, 0.01, 1599.17, 0.26, 28.23, 78.36
12, 0.01, 1599.17, 0.26, 28.22, 78.32
12, 0.01, 1599.17, 0.26, 28.22, 78.34
12, 0.01, 1599.17, 0.26, 28.19, 78.39
12, 0.01, 1599.17, 0.26, 28.17, 78.44
12, 0.01, 1599.17, 0.26, 28.17, 78.49
12, 0.01, 1599.17, 0.26, 28.16, 78.51
12, 0.01, 1599.17, 0.26, 28.13, 78.54
12, 0.01, 1599.17, 0.26, 28.14, 78.59
12, 0.01, 1599.17, 0.26, 28.13, 78.61
12, 0.01, 1599.17, 0.26, 28.14, 78.62
12, 0.01, 1599.17, 0.26, 28.12, 78.63
12, 0.01, 1599.17, 0.26, 28.12, 78.64
12, 0.01, 1599.17, 0.26, 28.14, 78.66
12, 0.01, 1599.17, 0.26, 28.15, 78.61
12, 0.01, 1599.17, 0.26, 28.13, 78.65
12, 0.01, 1599.17, 0.26, 28.10, 78.71
12, 0.01, 1599.17, 0.26, 28.12, 78.71
12, 0.01, 1599.17, 0.26, 28.12, 78.70
12, 0.01, 1599.17, 0.26, 28.12, 78.70
12, 0.01, 1599.17, 0.26, 28.12, 78.69
12, 0.01, 1599.17, 0.26, 28.11, 78.75
12, 0.01, 1599.17, 0.26, 28.10, 78.83
12, 0.01, 1599.17, 0.26, 28.11, 78.78
12, 0.01, 1599.17, 0.26, 28.10, 78.78
12, 0.01, 1599.17, 0.26, 28.08, 78.82
12, 0.01, 1599.17, 0.26, 28.10, 78.83
12, 0.01, 1599.17, 0.26, 28.10, 78.85
12, 0.01, 1599.17, 0.26, 28.11, 78.85
12, 0.01, 1599.17, 0.26, 28.11, 78.81
12, 0.01, 1599.17, 0.26, 28.09, 78.87
12, 0.01, 1599.17, 0.26, 28.10, 78.87
12, 0.01, 1599.17, 0.26, 28.10, 78.87
12, 0.01, 1599.17, 0.26, 28.09, 78.89
12, 0.01, 1599.17, 0.26, 28.09, 78.89
12, 0.01, 1599.17, 0.26, 28.07, 78.94
12, 0.01, 1599.17, 0.26, 28.07, 78.97
12, 0.01, 1599.17, 0.26, 28.08, 78.96
12, 0.01, 1599.17, 0.26, 28.09, 78.96
12, 0.01, 1599.17, 0.26, 28.11, 78.93
12, 0.01, 1599.17, 0.26, 28.09, 78.93
12, 0.01, 1599.17, 0.26, 28.08, 78.98
12, 0.01, 1599.17, 0.26, 28.08, 78.97
12, 0.01, 1599.17, 0.26, 28.08, 79.00
12, 0.01, 1599.17, 0.26, 28.05, 79.03
12, 0.01, 1599.17, 0.26, 28.04, 79.08
12, 0.01, 1599.17, 0.26, 28.05, 79.10
12, 0.01, 1599.17, 0.26, 28.04, 79.11
12, 0.01, 1599.17, 0.26, 28.07, 79.12
12, 0.01, 1599.17, 0.26, 28.04, 79.11
12, 0.01, 1599.17, 0.26, 28.04, 79.15
12, 0.01, 1599.17, 0.26, 28.05, 79.11
12, 0.01, 1599.17, 0.26, 28.06, 79.12
12, 0.01, 1599.17, 0.26, 28.03, 79.14
12, 0.01, 1599.17, 0.26, 28.06, 79.17
12, 0.01, 1599.17, 0.26, 28.06, 79.13
12, 0.01, 1599.17, 0.26, 28.06, 79.14
12, 0.01, 1599.17, 0.26, 28.06, 79.15
12, 0.01, 1599.17, 0.26, 28.06, 79.14
12, 0.01, 1599.17, 0.26, 28.04, 79.17
12, 0.01, 1599.17, 0.26, 28.04, 79.17
12, 0.01, 1599.17, 0.26, 28.03, 79.21
12, 0.01, 1599.17, 0.26, 28.04, 79.20
12, 0.01, 1599.17, 0.26, 28.04, 79.23
12, 0.01, 1599.17, 0.26, 28.06, 79.21
12, 0.01, 1599.17, 0.26, 28.02, 79.25
12, 0.01, 1599.17, 0.26, 28.01, 79.27
12, 0.01, 1599.17, 0.26, 28.02, 79.27
12, 0.01, 1599.17, 0.26, 27.99, 79.34
12, 0.01, 1599.17, 0.26, 27.99, 79.37
12, 0.01, 1599.17, 0.26, 28.02, 79.36
12, 0.01, 1599.17, 0.26, 28.02, 79.33
12, 0.01, 1599.17, 0.26, 28.03, 79.33
12, 0.01, 1599.17, 0.26, 28.02, 79.33
12, 0.01, 1599.17, 0.26, 28.00, 79.36
12, 0.01, 1599.17, 0.26, 28.00, 79.42
12, 0.01, 1599.17, 0.26, 27.98, 79.48
12, 0.01, 1599.17, 0.26, 27.98, 79.44
12, 0.01, 1599.17, 0.26, 27.99, 79.47
12, 0.01, 1599.17, 0.26, 27.99, 79.48
12, 0.01, 1599.17, 0.26, 28.01, 79.47
12, 0.01, 1599.17, 0.26, 27.98, 79.50
12, 0.01, 1599.17, 0.26, 27.98, 79.49
12, 0.01, 1599.17, 0.26, 27.97, 79.53
12, 0.01, 1599.17, 0.26, 27.97, 79.57
12, 0.01, 1599.17, 0.26, 27.98, 79.55
12, 0.01, 1599.17, 0.26, 28.00, 79.52
12, 0.01, 1599.17, 0.26, 28.00, 79.54
12, 0.01, 1599.17, 0.26, 27.98, 79.55
12, 0.01, 1599.17, 0.26, 27.97, 79.54
12, 0.01, 1599.17, 0.26, 27.98, 79.57
12, 0.01, 1599.17, 0.26, 27.98, 79.58
12, 0.01, 1599.17, 0.26, 28.01, 79.55
12, 0.01, 1599.17, 0.26, 28.01, 79.53
12, 0.01, 1599.17, 0.26, 28.00, 79.58
12, 0.01, 1599.17, 0.26, 27.99, 79.56
12, 0.01, 1599.17, 0.26, 27.99, 79.59
12, 0.01, 1599.17, 0.26, 27.98, 79.62
12, 0.01, 1599.17, 0.26, 27.96, 79.65
12, 0.01, 1599.17, 0.26, 27.96, 79.64
12, 0.01, 1599.17, 0.26, 27.98, 79.65
12, 0.01, 1599.17, 0.26, 27.97, 79.68
12, 0.01, 1599.17, 0.26, 27.97, 79.69
12, 0.01, 1599.17, 0.26, 27.93, 79.76
12, 0.01, 1599.17, 0.26, 27.94, 79.79
12, 0.01, 1599.17, 0.26, 27.92, 79.76
12, 0.01, 1599.17, 0.26, 27.94, 79.81
12, 0.01, 1599.17, 0.26, 27.94, 79.78
12, 0.01, 1599.17, 0.26, 27.94, 79.80
12, 0.01, 1599.17, 0.26, 27.93, 79.84
12, 0.01, 1599.17, 0.26, 27.93, 79.84
12, 0.01, 1599.17, 0.26, 27.91, 79.85
12, 0.01, 1599.17, 0.26, 27.90, 79.89
12, 0.01, 1599.17, 0.26, 27.90, 79.93
12, 0.01, 1599.17, 0.26, 27.91, 79.90
12, 0.01, 1599.17, 0.26, 27.90, 79.91
12, 0.01, 1599.17, 0.26, 27.90, 79.95
12, 0.01, 1599.17, 0.26, 27.90, 79.93
12, 0.01, 1599.17, 0.26, 27.88, 80.01
12, 0.01, 1599.17, 0.26, 27.89, 80.02
12, 0.01, 1599.17, 0.26, 27.88, 80.00
12, 0.01, 1599.17, 0.26, 27.87, 80.03
12, 0.01, 1599.17, 0.26, 27.89, 80.02
12, 0.01, 1599.17, 0.26, 27.89, 80.03
12, 0.01, 1599.17, 0.26, 27.89, 80.05
12, 0.01, 1599.17, 0.26, 27.89, 80.05
12, 0.01, 1599.17, 0.26, 27.90, 80.05
12, 0.01, 1599.17, 0.26, 27.90, 80.03
12, 0.01, 1599.17, 0.26, 27.88, 80.06
12, 0.01, 1599.17, 0.26, 27.91, 80.06
12, 0.01, 1599.17, 0.26, 27.90, 80.06
12, 0.01, 1599.17, 0.26, 27.88, 80.10
12, 0.01, 1599.17, 0.26, 27.86, 80.12
12, 0.01, 1599.17, 0.26, 27.87, 80.15
12, 0.01, 1599.17, 0.26, 27.87, 80.15
12, 0.01, 1599.17, 0.26, 27.89, 80.14
12, 0.01, 1599.17, 0.26, 27.89, 80.13
12, 0.01, 1599.17, 0.26, 27.88, 80.14
12, 0.01, 1599.17, 0.26, 27.87, 80.16
12, 0.01, 1599.17, 0.26, 27.89, 80.18
12, 0.01, 1599.17, 0.26, 27.86, 80.17
12, 0.01, 1599.17, 0.26, 27.88, 80.19
12, 0.01, 1599.17, 0.26, 27.88, 80.17
12, 0.01, 1599.17, 0.26, 27.90, 80.15
12, 0.01, 1599.17, 0.26, 27.88, 80.19
12, 0.01, 1599.17, 0.26, 27.88, 80.18
12, 0.01, 1599.17, 0.26, 27.87, 80.23
12, 0.01, 1599.17, 0.26, 27.87, 80.24
12, 0.01, 1599.17, 0.26, 27.86, 80.25
12, 0.01, 1599.17, 0.26, 27.86, 80.26
12, 0.01, 1599.17, 0.26, 27.83, 80.33
12, 0.01, 1599.17, 0.26, 27.85, 80.36
12, 0.01, 1599.17, 0.26, 27.83, 80.35
12, 0.01, 1599.17, 0.26, 27.84, 80.37
12, 0.01, 1599.17, 0.26, 27.85, 80.34
12, 0.01, 1599.17, 0.26, 27.84, 80.37
12, 0.01, 1599.17, 0.26, 27.84, 80.39
12, 0.01, 1599.17, 0.26, 27.83, 80.41
12, 0.01, 1599.17, 0.26, 27.81, 80.48
12, 0.01, 1599.17, 0.26, 27.84, 80.44
12, 0.01, 1599.17, 0.26, 27.85, 80.41
12, 0.01, 1599.17, 0.26, 27.83, 80.37
12, 0.01, 1599.17, 0.26, 27.82, 80.44
12, 0.01, 1599.17, 0.26, 27.83, 80.49
12, 0.01, 1599.17, 0.26, 27.83, 80.46
12, 0.01, 1599.17, 0.26, 27.82, 80.52
12, 0.01, 1599.17, 0.26, 27.82, 80.52
12, 0.01, 1599.17, 0.26, 27.81, 80.54
12, 0.01, 1599.17, 0.26, 27.83, 80.54
12, 0.01, 1599.17, 0.26, 27.83, 80.52
12, 0.01, 1599.17, 0.26, 27.83, 80.57
12, 0.01, 1599.17, 0.26, 27.81, 80.58
12, 0.01, 1599.17, 0.26, 27.82, 80.60
12, 0.01, 1599.17, 0.26, 27.79, 80.62
12, 0.01, 1599.17, 0.26, 27.80, 80.59
12, 0.01, 1599.17, 0.26, 27.80, 80.60
12, 0.01, 1599.17, 0.26, 27.81, 80.62
12, 0.01, 1599.17, 0.26, 27.80, 80.63
12, 0.01, 1599.17, 0.26, 27.80, 80.65
12, 0.01, 1599.17, 0.26, 27.81, 80.67
12, 0.01, 1599.17, 0.26, 27.79, 80.65
12, 0.01, 1599.17, 0.26, 27.78, 80.69
12, 0.01, 1599.17, 0.26, 27.76, 80.70
12, 0.01, 1599.17, 0.26, 27.78, 80.72
12, 0.01, 1599.17, 0.26, 27.77, 80.74
12, 0.01, 1599.17, 0.26, 27.79, 80.76
12, 0.01, 1599.17, 0.26, 27.78, 80.73
12, 0.01, 1599.17, 0.26, 27.78, 80.73
12, 0.01, 1599.17, 0.26, 27.79, 80.75
12, 0.01, 1599.17, 0.26, 27.80, 80.73
12, 0.01, 1599.17, 0.26, 27.81, 80.70
12, 0.01, 1599.17, 0.26, 27.80, 80.71
12, 0.01, 1599.17, 0.26, 27.78, 80.75
12, 0.01, 1599.17, 0.26, 27.79, 80.75
12, 0.01, 1599.17, 0.26, 27.77, 80.79
12, 0.01, 1599.17, 0.26, 27.78, 80.80
12, 0.01, 1599.17, 0.26, 27.78, 80.79
12, 0.01, 1599.17, 0.26, 27.77, 80.82
12, 0.01, 1599.17, 0.26, 27.77, 80.83
12, 0.01, 1599.17, 0.26, 27.74, 80.85
12, 0.01, 1599.17, 0.26, 27.76, 80.85
12, 0.01, 1599.17, 0.26, 27.75, 80.89
12, 0.01, 1599.17, 0.26, 27.78, 80.86
12, 0.01, 1599.17, 0.26, 27.77, 80.90
12, 0.01, 1599.17, 0.26, 27.76, 80.89
12, 0.01, 1599.17, 0.26, 27.78, 80.90
12, 0.01, 1599.17, 0.26, 27.76, 80.91
12, 0.01, 1599.17, 0.26, 27.77, 80.90
12, 0.01, 1599.17, 0.26, 27.77, 80.88
12, 0.01, 1599.17, 0.26, 27.75, 80.91
12, 0.01, 1599.17, 0.26, 27.77, 80.91
12, 0.01, 1599.17, 0.26, 27.76, 80.95
12, 0.01, 1599.17, 0.26, 27.77, 80.95
12, 0.01, 1599.17, 0.26, 27.76, 80.94
12, 0.01, 1599.17, 0.26, 27.78, 80.91
12, 0.01, 1599.17, 0.26, 27.78, 80.93
12, 0.01, 1599.17, 0.26, 27.76, 80.92
12, 0.01, 1599.17, 0.26, 27.76, 80.96
12, 0.01, 1599.17, 0.26, 27.77, 80.98
12, 0.01, 1599.17, 0.26, 27.77, 80.96
12, 0.01, 1599.17, 0.26, 27.76, 81.01
12, 0.01, 1599.17, 0.26, 27.74, 81.03
12, 0.01, 1599.17, 0.26, 27.74, 81.05
12, 0.01, 1599.17, 0.26, 27.73, 81.05
12, 0.01, 1599.17, 0.26, 27.74, 81.08
12, 0.01, 1599.17, 0.26, 27.72, 81.07
12, 0.01, 1599.17, 0.26, 27.75, 81.07
12, 0.01, 1599.17, 0.26, 27.73, 81.08
12, 0.01, 1599.17, 0.26, 27.74, 81.07
12, 0.01, 1599.17, 0.26, 27.73, 81.11
12, 0.01, 1599.17, 0.26, 27.74, 81.09
12, 0.01, 1599.17, 0.26, 27.74, 81.11
12, 0.01, 1599.17, 0.26, 27.74, 81.11
12, 0.01, 1599.17, 0.26, 27.75, 81.11
12, 0.01, 1599.17, 0.26, 27.77, 81.10
12, 0.01, 1599.17, 0.26, 27.76, 81.09
12, 0.01, 1599.17, 0.26, 27.77, 81.10
12, 0.01, 1599.17, 0.26, 27.76, 81.08
12, 0.01, 1599.17, 0.26, 27.76, 81.07
12, 0.01, 1599.17, 0.26, 27.78, 81.08
12, 0.01, 1599.17, 0.26, 27.77, 81.08
12, 0.01, 1599.17, 0.26, 27.78, 81.07
12, 0.01, 1599.17, 0.26, 27.74, 81.12
12, 0.01, 1599.17, 0.26, 27.74, 81.14
12, 0.01, 1599.17, 0.26, 27.73, 81.16
12, 0.01, 1599.17, 0.26, 27.72, 81.16
12, 0.01, 1599.17, 0.26, 27.72, 81.20
12, 0.01, 1599.17, 0.26, 27.72, 81.21
12, 0.01, 1599.17, 0.26, 27.68, 81.25
12, 0.01, 1599.17, 0.26, 27.72, 81.24
12, 0.01, 1599.17, 0.26, 27.71, 81.25
12, 0.01, 1599.17, 0.26, 27.71, 81.26
12, 0.01, 1599.17, 0.26, 27.70, 81.32
12, 0.01, 1599.17, 0.26, 27.70, 81.29
12, 0.01, 1599.17, 0.26, 27.70, 81.29
12, 0.01, 1599.17, 0.26, 27.70, 81.29
12, 0.01, 1599.17, 0.26, 27.71, 81.32
12, 0.01, 1599.17, 0.26, 27.69, 81.33
12, 0.01, 1599.17, 0.26, 27.72, 81.29
12, 0.01, 1599.17, 0.26, 27.69, 81.34
12, 0.01, 1599.17, 0.26, 27.70, 81.33
12, 0.01, 1599.17, 0.26, 27.71, 81.31
12, 0.01, 1599.17, 0.26, 27.71, 81.36
12, 0.01, 1599.17, 0.26, 27.72, 81.33
12, 0.01, 1599.17, 0.26, 27.71, 81.35
12, 0.01, 1599.17, 0.26, 27.72, 81.36
12, 0.01, 1599.17, 0.26, 27.70, 81.37
12, 0.01, 1599.17, 0.26, 27.72, 81.34
12, 0.01, 1599.17, 0.26, 27.71, 81.34
12, 0.01, 1599.17, 0.26, 27.69, 81.37
12, 0.01, 1599.17, 0.26, 27.70, 81.37
12, 0.01, 1599.17, 0.26, 27.70, 81.39
12, 0.01, 1599.17, 0.26, 27.68, 81.42
12, 0.01, 1599.17, 0.26, 27.69, 81.42
12, 0.01, 1599.17, 0.26, 27.69, 81.43
12, 0.01, 1599.17, 0.26, 27.69, 81.45
12, 0.01, 1599.17, 0.26, 27.68, 81.46
12, 0.01, 1599.17, 0.26, 27.67, 81.44
12, 0.01, 1599.17, 0.26, 27.68, 81.49
12, 0.01, 1599.17, 0.26, 27.68, 81.47
12, 0.01, 1599.17, 0.26, 27.67, 81.53
12, 0.01, 1599.17, 0.26, 27.66, 81.52
12, 0.01, 1599.17, 0.26, 27.66, 81.50
12, 0.01, 1599.17, 0.26, 27.65, 81.58
12, 0.01, 1599.17, 0.26, 27.64, 81.58
12, 0.01, 1599.17, 0.26, 27.64, 81.61
12, 0.01, 1599.17, 0.26, 27.65, 81.60
12, 0.01, 1599.17, 0.26, 27.65, 81.58
12, 0.01, 1599.17, 0.26, 27.67, 81.60
12, 0.01, 1599.17, 0.26, 27.66, 81.59
12, 0.01, 1599.17, 0.26, 27.66, 81.61
12, 0.01, 1599.17, 0.26, 27.66, 81.60
12, 0.01, 1599.17, 0.26, 27.66, 81.62
12, 0.01, 1599.17, 0.26, 27.66, 81.62
12, 0.01, 1599.17, 0.26, 27.65, 81.64
12, 0.01, 1599.17, 0.26, 27.66, 81.61
12, 0.01, 1599.17, 0.26, 27.67, 81.60
12, 0.01, 1599.17, 0.26, 27.67, 81.60
12, 0.01, 1599.17, 0.26, 27.68, 81.63
12, 0.01, 1599.17, 0.26, 27.68, 81.61
12, 0.01, 1599.17, 0.26, 27.67, 81.64
12, 0.01, 1599.17, 0.26, 27.67, 81.64
12, 0.01, 1599.17, 0.26, 27.66, 81.64
12, 0.01, 1599.17, 0.26, 27.66, 81.64
12, 0.01, 1599.17, 0.26, 27.66, 81.67
12, 0.01, 1599.17, 0.26, 27.65, 81.67
12, 0.01, 1599.17, 0.26, 27.67, 81.68
12, 0.01, 1599.17, 0.26, 27.67, 81.68
12, 0.01, 1599.17, 0.26, 27.66, 81.69
12, 0.01, 1599.17, 0.26, 27.66, 81.69
12, 0.01, 1599.17, 0.26, 27.68, 81.67
12, 0.01, 1599.17, 0.26, 27.65, 81.66
12, 0.01, 1599.17, 0.26, 27.68, 81.67
12, 0.01, 1599.17, 0.26, 27.67, 81.68
12, 0.01, 1599.17, 0.26, 27.65, 81.69
12, 0.01, 1599.17, 0.26, 27.63, 81.76
12, 0.01, 1599.17, 0.26, 27.64, 81.73
12, 0.01, 1599.17, 0.26, 27.64, 81.76
12, 0.01, 1599.17, 0.26, 27.64, 81.78
12, 0.01, 1599.17, 0.26, 27.62, 81.80
12, 0.01, 1599.17, 0.26, 27.66, 81.75
12, 0.01, 1599.17, 0.26, 27.64, 81.81
12, 0.01, 1599.17, 0.26, 27.66, 81.77
12, 0.01, 1599.17, 0.26, 27.64, 81.78
12, 0.01, 1599.17, 0.26, 27.62, 81.82
12, 0.01, 1599.17, 0.26, 27.65, 81.81
12, 0.01, 1599.17, 0.26, 27.63, 81.81
12, 0.01, 1599.17, 0.26, 27.64, 81.81
12, 0.01, 1599.17, 0.26, 27.65, 81.78
12, 0.01, 1599.17, 0.26, 27.63, 81.83
12, 0.01, 1599.17, 0.26, 27.65, 81.83
12, 0.01, 1599.17, 0.26, 27.64, 81.81
12, 0.01, 1599.17, 0.26, 27.64, 81.83
12, 0.01, 1599.17, 0.26, 27.63, 81.85
12, 0.01, 1599.17, 0.26, 27.63, 81.86
12, 0.01, 1599.17, 0.26, 27.63, 81.87
12, 0.01, 1599.17, 0.26, 27.60, 81.87
12, 0.01, 1599.17, 0.26, 27.61, 81.89
12, 0.01, 1599.17, 0.26, 27.61, 81.93
12, 0.01, 1599.17, 0.26, 27.61, 81.92
12, 0.01, 1599.17, 0.26, 27.62, 81.90
12, 0.01, 1599.17, 0.26, 27.63, 81.90
12, 0.01, 1599.17, 0.26, 27.63, 81.89
12, 0.01, 1599.17, 0.26, 27.61, 81.90
12, 0.01, 1599.17, 0.26, 27.61, 81.90
12, 0.01, 1599.17, 0.26, 27.58, 81.98
12, 0.01, 1599.17, 0.26, 27.59, 82.01
12, 0.01, 1599.17, 0.26, 27.59, 81.99
12, 0.01, 1599.17, 0.26, 27.57, 82.03
12, 0.01, 1599.17, 0.26, 27.58, 82.04
12, 0.01, 1599.17, 0.26, 27.59, 82.04
12, 0.01, 1599.17, 0.26, 27.61, 82.00
12, 0.01, 1599.17, 0.26, 27.60, 81.97
12, 0.01, 1599.17, 0.26, 27.59, 82.01
12, 0.01, 1599.17, 0.26, 27.58, 82.05
12, 0.01, 1599.17, 0.26, 27.59, 82.08
12, 0.01, 1599.17, 0.26, 27.59, 82.04
12, 0.01, 1599.17, 0.26, 27.58, 82.05
12, 0.01, 1599.17, 0.26, 27.58, 82.05
12, 0.01, 1599.17, 0.26, 27.58, 82.03
12, 0.01, 1599.17, 0.26, 27.60, 82.05
12, 0.01, 1599.17, 0.26, 27.61, 82.03
12, 0.01, 1599.17, 0.26, 27.60, 82.06
12, 0.01, 1599.17, 0.26, 27.59, 82.08
12, 0.01, 1599.17, 0.26, 27.58, 82.12
12, 0.01, 1599.17, 0.26, 27.58, 82.12
12, 0.01, 1599.17, 0.26, 27.58, 82.11
12, 0.01, 1599.17, 0.26, 27.59, 82.11
12, 0.01, 1599.17, 0.26, 27.58, 82.12
12, 0.01, 1599.17, 0.26, 27.58, 82.15
12, 0.01, 1599.17, 0.26, 27.58, 82.10
12, 0.01, 1599.17, 0.26, 27.60, 82.09
12, 0.01, 1599.17, 0.26, 27.58, 82.11
12, 0.01, 1599.17, 0.26, 27.58, 82.16
12, 0.01, 1599.17, 0.26, 27.57, 82.12
12, 0.01, 1599.17, 0.26, 27.59, 82.09
12, 0.01, 1599.17, 0.26, 27.58, 82.13
12, 0.01, 1599.17, 0.26, 27.58, 82.17
12, 0.01, 1599.17, 0.26, 27.57, 82.15
12, 0.01, 1599.17, 0.26, 27.56, 82.20
12, 0.01, 1599.17, 0.26, 27.57, 82.16
12, 0.01, 1599.17, 0.26, 27.57, 82.18
12, 0.01, 1599.17, 0.26, 27.58, 82.18
12, 0.01, 1599.17, 0.26, 27.57, 82.19
12, 0.01, 1599.17, 0.26, 27.57, 82.23
12, 0.01, 1599.17, 0.26, 27.55, 82.22
12, 0.01, 1599.17, 0.26, 27.57, 82.22
12, 0.01, 1599.17, 0.26, 27.57, 82.17
12, 0.01, 1599.17, 0.26, 27.55, 82.20
12, 0.01, 1599.17, 0.26, 27.57, 82.22
12, 0.01, 1599.17, 0.26, 27.56, 82.24
12, 0.01, 1599.17, 0.26, 27.55, 82.24
12, 0.01, 1599.17, 0.26, 27.55, 82.26
12, 0.01, 1599.17, 0.26, 27.56, 82.24
12, 0.01, 1599.17, 0.26, 27.55, 82.26
12, 0.01, 1599.17, 0.26, 27.54, 82.27
12, 0.01, 1599.17, 0.26, 27.54, 82.30
12, 0.01, 1599.17, 0.26, 27.55, 82.27
12, 0.01, 1599.17, 0.26, 27.53, 82.30
12, 0.01, 1599.17, 0.26, 27.54, 82.29
12, 0.01, 1599.17, 0.26, 27.55, 82.30
12, 0.01, 1599.17, 0.26, 27.53, 82.32
12, 0.01, 1599.17, 0.26, 27.53, 82.34
12, 0.01, 1599.17, 0.26, 27.55, 82.31
12, 0.01, 1599.17, 0.26, 27.54, 82.33
12, 0.01, 1599.17, 0.26, 27.54, 82.34
12, 0.01, 1599.17, 0.26, 27.54, 82.37
12, 0.01, 1599.17, 0.26, 27.51, 82.37
12, 0.01, 1599.17, 0.26, 27.52, 82.41
12, 0.01, 1599.17, 0.26, 27.52, 82.39
12, 0.01, 1599.17, 0.26, 27.51, 82.41
12, 0.01, 1599.17, 0.26, 27.51, 82.41
12, 0.01, 1599.17, 0.26, 27.52, 82.44
12, 0.01, 1599.17, 0.26, 27.52, 82.37
12, 0.01, 1599.17, 0.26, 27.51, 82.44
12, 0.01, 1599.17, 0.26, 27.52, 82.43
12, 0.01, 1599.17, 0.26, 27.50, 82.44
12, 0.01, 1599.17, 0.26, 27.50, 82.48
12, 0.01, 1599.17, 0.26, 27.49, 82.48
12, 0.01, 1599.17, 0.26, 27.50, 82.46
12, 0.01, 1599.17, 0.26, 27.50, 82.44
12, 0.01, 1599.17, 0.26, 27.49, 82.48
12, 0.01, 1599.17, 0.26, 27.50, 82.48
12, 0.01, 1599.17, 0.26, 27.48, 82.49
12, 0.01, 1599.17, 0.26, 27.49, 82.54
12, 0.01, 1599.17, 0.26, 27.49, 82.55
12, 0.01, 1599.17, 0.26, 27.47, 82.57
12, 0.01, 1599.17, 0.26, 27.50, 82.55
12, 0.01, 1599.17, 0.26, 27.49, 82.52
12, 0.01, 1599.17, 0.26, 27.47, 82.54
12, 0.01, 1599.17, 0.26, 27.48, 82.60
12, 0.01, 1599.17, 0.26, 27.47, 82.62
12, 0.01, 1599.17, 0.26, 27.48, 82.58
12, 0.01, 1599.17, 0.26, 27.48, 82.55
12, 0.01, 1599.17, 0.26, 27.48, 82.62
12, 0.01, 1599.17, 0.26, 27.47, 82.60
12, 0.01, 1599.17, 0.26, 27.47, 82.60
12, 0.01, 1599.17, 0.26, 27.46, 82.63
12, 0.01, 1599.17, 0.26, 27.46, 82.66
12, 0.01, 1599.17, 0.26, 27.47, 82.64
12, 0.01, 1599.17, 0.26, 27.46, 82.66
12, 0.01, 1599.17, 0.26, 27.45, 82.65
12, 0.01, 1599.17, 0.26, 27.47, 82.65
12, 0.01, 1599.17, 0.26, 27.48, 82.60
12, 0.01, 1599.17, 0.26, 27.46, 82.65
12, 0.01, 1599.17, 0.26, 27.45, 82.68
12, 0.01, 1599.17, 0.26, 27.44, 82.68
12, 0.01, 1599.17, 0.26, 27.44, 82.69
12, 0.01, 1599.17, 0.26, 27.45, 82.68
12, 0.01, 1599.17, 0.26, 27.43, 82.70
12, 0.01, 1599.17, 0.26, 27.46, 82.71
12, 0.01, 1599.17, 0.26, 27.44, 82.71
12, 0.01, 1599.17, 0.26, 27.45, 82.73
